-0.428895377,0.188477262,0.529825817,1
-1.538303232,-0.017717483,0.529825817,0
-1.196804974,-1.6193078,0.529825817,0
1.712391,-1.271734154,0.529825817,0
0.403006687,0.465317279,0.529825817,1
1.159225353,-0.376535973,-0.975994926,1
-0.453507864,-0.474763853,0.529825817,1
-0.516885018,-0.326494792,0.529825817,1
-0.873766081,-0.346813575,0.529825817,0
-0.163080516,-0.652402249,0.529825817,0
1.180761279,-0.976079106,-1.728905298,0
-0.871304832,-0.50457602,0.529825817,0
-0.253531406,0.007851326,0.529825817,1
0.423311989,-0.719052938,0.529825817,0
-0.763625201,0.112362632,-0.975994926,0
-0.281220454,2.530679633,-0.223084555,1
-0.901455129,2.289436001,0.529825817,0
-1.246029948,-0.975954562,0.529825817,0
0.28794331,0.523395879,0.529825817,0
-0.359980413,0.177653814,0.529825817,1
2.953475661,-1.233629256,0.529825817,1
1.284749037,1.933089934,0.529825817,1
-0.355057916,0.667657265,0.529825817,0
-0.573493739,0.82255761,-0.223084555,1
0.678666542,-0.013673477,-3.234726042,1
