39,27MAR2013:14:37:42,43.70660600,-72.28701350,in[sudikoff]
39,27MAR2013:15:08:49,43.70660680,-72.28699400,
39,27MAR2013:15:08:50,,,in[sudikoff]
39,28MAR2013:17:08:55,43.70660960,-72.28698190,
39,28MAR2013:17:09:02,,,in[sudikoff]
39,28MAR2013:17:09:07,43.70660730,-72.28699840,
39,28MAR2013:17:17:51,,,in[sudikoff]
39,28MAR2013:17:23:34,,,in[sudikoff]
39,28MAR2013:17:29:00,,,in[sudikoff]
39,28MAR2013:17:34:25,,,in[sudikoff]
39,28MAR2013:17:39:06,,,in[sudikoff]
39,28MAR2013:17:39:52,,,in[sudikoff]
39,28MAR2013:17:42:57,,,in[sudikoff]
39,28MAR2013:17:48:17,,,in[sudikoff]
39,28MAR2013:17:49:02,,,in[sudikoff]
39,28MAR2013:17:53:46,,,in[sudikoff]
39,28MAR2013:18:09:01,,,in[sudikoff]
39,28MAR2013:18:09:03,43.70668800,-72.28668480,
39,28MAR2013:18:29:01,43.70667110,-72.28657820,in[sudikoff]
39,28MAR2013:18:35:06,,,in[sudikoff]
39,28MAR2013:18:49:01,43.70660100,-72.28670000,in[sudikoff]
39,28MAR2013:19:05:13,,,in[sudikoff]
39,28MAR2013:19:09:01,43.70665630,-72.28661380,in[sudikoff]
39,28MAR2013:19:24:12,,,in[sudikoff]
39,28MAR2013:19:24:28,,,in[sudikoff]
39,28MAR2013:19:24:50,,,in[sudikoff]
39,28MAR2013:19:25:20,,,near[mclaughlin; burke; moore; ]
39,28MAR2013:19:25:45,,,near[college-street; burke; steele; ]
39,28MAR2013:19:25:56,,,near[college-street; burke; baker-berry; ]
39,28MAR2013:19:26:09,,,near[baker-berry; college-street; websterhall; ]
39,28MAR2013:19:26:31,,,near[parkhurst; baker-berry; mcnutt; ]
39,28MAR2013:19:26:41,,,near[parkhurst; robinson; baker-berry; ]
39,28MAR2013:19:27:50,,,in[robinson]
39,28MAR2013:19:28:53,,,in[north-main]
39,28MAR2013:19:29:04,43.70035950,-72.28930040,
39,28MAR2013:19:29:06,,,in[north-main]
39,28MAR2013:19:29:17,,,in[north-main]
39,28MAR2013:19:49:04,43.63662342,-72.28834123,
39,28MAR2013:23:49:03,43.65162840,-72.30992160,
39,29MAR2013:00:09:01,43.65161460,-72.30993960,
39,29MAR2013:00:29:01,43.65161710,-72.30993640,
39,29MAR2013:00:49:01,43.65159160,-72.31001540,
39,29MAR2013:01:09:01,43.65159650,-72.31002020,
39,29MAR2013:01:29:01,43.65164620,-72.30982510,
39,29MAR2013:01:49:01,43.65159460,-72.31001280,
39,29MAR2013:02:09:01,43.65159460,-72.31001280,
39,29MAR2013:02:29:01,43.65161560,-72.30993850,
39,29MAR2013:02:49:01,43.65161680,-72.30993950,
39,29MAR2013:03:09:01,43.65161680,-72.30993950,
39,29MAR2013:03:29:01,43.65161670,-72.30993740,
