2.335076056643074160e+00,-2.128117254810797832e+01,7.292084230696062264e+00,2.544965323013987035e+00,-1.627779717946344107e+01,4.661687328801952468e+00,-8.533872263817642079e+00,1.553080471938963036e+00,-1.427125154343820590e+00,3.838249419489048186e-01,-3.287910108093513806e+00,8.628770275902688525e+00,-4.404514509418229196e+00,1.127476625186857095e+00,-1.907432514970369031e+00,5.653540453098186092e+00,-4.736798992708603606e+00,-2.083129031743546022e+00,2.738903606963241533e+00,1.217701970587155014e-01
1.075724324366504803e+01,4.271312165392151527e+00,-4.897288793026889131e+00,-1.504708805393432547e+00,1.215038378841785160e+01,-1.141617074358111239e+01,-5.849538737070920646e-01,5.700667302066858788e+00,3.896859339572427139e-01,-7.398687801455492874e+00,-4.112295758290922087e+00,1.136871991211722221e+00,2.583253053734870353e+00,-3.189938146415807196e-01,-3.515341087462712011e+00,-2.010127635547839020e+00,-2.818056938164705372e+00,-1.979903862084469557e+00,-5.270694229814850473e+00,3.144827719781964959e+00
8.558191085218652461e+00,-3.618828259830933369e+00,-1.759681197718157897e+00,4.812925423313019202e+00,2.457697223700012756e+00,8.017472990629059382e+00,1.563633174158826833e+01,-1.307269031251282021e+00,1.296428219964040629e+01,-5.464262471637212570e+00,2.656814775372105863e+00,1.709341713936759044e+00,3.281892609344092548e-01,5.114887044093161528e+00,1.607349395827160077e+00,4.085103712697937817e-02,2.521560348825225617e+00,1.485607040937777068e+00,2.509626332948986960e+00,-2.125592007884782308e+00
-2.270992456717355523e+01,2.126545472770011269e+00,-9.346765359367672943e+00,-2.996632968436093059e+00,-1.730312270607008873e+00,-1.200731819583688242e+00,-1.452025811542601019e-01,4.921578060397606702e-01,1.417473794549472643e+00,1.647198399954492576e-01,-1.321044056708461145e+00,-1.800692141461661455e+00,-7.277738249865711717e-02,-1.102819153959492676e-01,2.457790425743446860e+00,-2.313000056163757812e+00,-1.041678834715344726e+00,-4.168230690214976275e-01,2.080052893019128213e+00,1.541858804769202562e+00
1.724639532632527406e+01,-6.772828035582003636e+00,-8.854899562934992474e+00,-3.290127989619888282e+00,-3.286651861698957067e-01,1.813983040876354025e+01,5.310023696469588828e+00,2.815159991793637850e+00,-1.031686645592652063e+01,-5.632282956906453641e+00,4.060894294957314798e+00,-6.013516043167490110e+00,2.020746624160742577e+00,-3.762990411172838279e+00,3.934504825185269006e+00,4.174712562409796490e+00,-2.967118467049860708e+00,-1.754160057851959831e+00,-2.848551196808069008e-02,-3.559548279693502515e+00
1.546295067700888026e+01,1.823593415085941416e+01,-9.525743795488499366e-01,8.838628696280464325e+00,-5.428817783408033115e+00,2.536649988061999483e+00,9.567983971880059002e+00,7.530927425404311037e+00,1.966507061772184706e-01,1.838498361329564679e+00,-1.237005592970083834e+00,-7.415659889049774911e-02,-6.229263381322386550e+00,-1.673189198745389294e+00,-2.609765082109487544e-01,-1.985659881042149744e+00,-4.516856443194398274e+00,6.761249109088938170e-01,-2.074244167482365064e+00,-6.717603379697647537e-01
4.336740870250197943e+00,6.636117170413400324e+00,-1.157211296897749930e+00,-4.002347053891685214e+00,7.043117555882569825e+00,4.819711547088470383e+00,1.587842668320002382e+01,3.026634223192729234e+00,-9.308908290598701285e+00,9.686824096066031231e-01,2.536865125075009608e-01,6.821071920127195654e+00,-6.320459417326087959e+00,-5.429723052125447147e+00,-1.774257995419165734e+00,9.434934890554078635e-01,4.334950149683042042e+00,-1.944283929914004894e+00,1.630660819791688532e+00,4.905487587060592958e+00
9.014993853966267068e+00,-9.866610641135537207e+00,-1.643842693146866596e+00,7.951173314641622802e+00,-1.987690462641369393e-01,-5.126596453278541965e+00,4.529419923714455010e+00,-2.634886510835635853e+00,-2.962720063478130328e+00,-4.222175633627174296e-01,-2.232022739029799308e+00,-7.580144336194951649e+00,1.192424611101042142e+00,1.594311923186281788e-01,-2.923551440699609927e+00,-1.356785817624276635e+00,9.699645794160727252e-01,5.349033241367043168e+00,-1.476506722453998055e+00,8.279919431601541202e-01
1.559423433618415444e+01,-6.380272792842867524e+00,6.816201570771239560e+00,-1.868828987738652003e+01,-8.216149181336559693e+00,2.205257631368383819e+00,-3.810574410575339410e+00,1.861243322379272147e+00,1.985746367371039156e+00,1.703658233772556541e+00,-1.273142648242156616e+00,1.892869754437151997e-01,-5.798009563296699920e-01,7.715475217985163781e-01,5.088032974857465973e-01,-6.475644623868307193e+00,3.032436135827965451e+00,1.212251308542950712e+00,1.440942066607339145e+00,1.749266739826538242e+00
2.457176199878534106e+01,-1.210267241542062777e+01,-1.428454386034404067e+01,4.260910486025985655e+00,-7.499970552382598576e+00,-1.221139169011843784e+01,-4.380055679167219829e+00,-3.445024931964862258e+00,-7.371137802414888363e+00,3.722869674778089166e+00,4.611294908137466564e+00,4.358498897181718235e+00,-2.266307292601995371e+00,4.337950834599904937e+00,7.353113624654350922e+00,-2.407750909482590185e+00,2.994368369283124220e+00,-3.073471400033622292e+00,-5.792365185934960081e+00,-3.264251745397852567e-01
