2.335076056643074160e+00,-2.128117254810797832e+01,7.292084230696062264e+00,2.544965323013987035e+00,-1.627779717946344107e+01,4.661687328801952468e+00,-8.533872263817642079e+00,1.553080471938963036e+00,-1.427125154343820590e+00,3.838249419489048186e-01,-3.287910108093513806e+00,8.628770275902688525e+00
1.075724324366504803e+01,4.271312165392151527e+00,-4.897288793026889131e+00,-1.504708805393432547e+00,1.215038378841785160e+01,-1.141617074358111239e+01,-5.849538737070920646e-01,5.700667302066858788e+00,3.896859339572427139e-01,-7.398687801455492874e+00,-4.112295758290922087e+00,1.136871991211722221e+00
8.558191085218652461e+00,-3.618828259830933369e+00,-1.759681197718157897e+00,4.812925423313019202e+00,2.457697223700012756e+00,8.017472990629059382e+00,1.563633174158826833e+01,-1.307269031251282021e+00,1.296428219964040629e+01,-5.464262471637212570e+00,2.656814775372105863e+00,1.709341713936759044e+00
-2.270992456717355523e+01,2.126545472770011269e+00,-9.346765359367672943e+00,-2.996632968436093059e+00,-1.730312270607008873e+00,-1.200731819583688242e+00,-1.452025811542601019e-01,4.921578060397606702e-01,1.417473794549472643e+00,1.647198399954492576e-01,-1.321044056708461145e+00,-1.800692141461661455e+00
1.724639532632527406e+01,-6.772828035582003636e+00,-8.854899562934992474e+00,-3.290127989619888282e+00,-3.286651861698957067e-01,1.813983040876354025e+01,5.310023696469588828e+00,2.815159991793637850e+00,-1.031686645592652063e+01,-5.632282956906453641e+00,4.060894294957314798e+00,-6.013516043167490110e+00
1.546295067700888026e+01,1.823593415085941416e+01,-9.525743795488499366e-01,8.838628696280464325e+00,-5.428817783408033115e+00,2.536649988061999483e+00,9.567983971880059002e+00,7.530927425404311037e+00,1.966507061772184706e-01,1.838498361329564679e+00,-1.237005592970083834e+00,-7.415659889049774911e-02
4.336740870250197943e+00,6.636117170413400324e+00,-1.157211296897749930e+00,-4.002347053891685214e+00,7.043117555882569825e+00,4.819711547088470383e+00,1.587842668320002382e+01,3.026634223192729234e+00,-9.308908290598701285e+00,9.686824096066031231e-01,2.536865125075009608e-01,6.821071920127195654e+00
9.014993853966267068e+00,-9.866610641135537207e+00,-1.643842693146866596e+00,7.951173314641622802e+00,-1.987690462641369393e-01,-5.126596453278541965e+00,4.529419923714455010e+00,-2.634886510835635853e+00,-2.962720063478130328e+00,-4.222175633627174296e-01,-2.232022739029799308e+00,-7.580144336194951649e+00
1.559423433618415444e+01,-6.380272792842867524e+00,6.816201570771239560e+00,-1.868828987738652003e+01,-8.216149181336559693e+00,2.205257631368383819e+00,-3.810574410575339410e+00,1.861243322379272147e+00,1.985746367371039156e+00,1.703658233772556541e+00,-1.273142648242156616e+00,1.892869754437151997e-01
2.457176199878534106e+01,-1.210267241542062777e+01,-1.428454386034404067e+01,4.260910486025985655e+00,-7.499970552382598576e+00,-1.221139169011843784e+01,-4.380055679167219829e+00,-3.445024931964862258e+00,-7.371137802414888363e+00,3.722869674778089166e+00,4.611294908137466564e+00,4.358498897181718235e+00
1.256114719902594601e-01,1.419219508245811889e+00,1.099636250560980244e-01,5.235312714709993820e+00,1.532185167646639146e+00,-1.080640553810808946e+01,-5.200432938579531594e+00,-2.054004844320167500e-02,-2.947423973890658022e+00,-6.348310239536958832e+00,-1.075327787697413662e+00,7.752930725202642481e-01
-1.193557420436911798e+01,-4.666773372522032837e+00,9.908908434461610071e+00,5.700810160596423870e+00,2.003125632019448155e+00,-5.886474498909126662e-01,-4.610229465963087137e-01,-6.947617029190022997e-01,2.770588886788079019e-01,-7.532196300852764814e-01,5.683804398051213180e-01,-1.038890293582861890e+00
1.183241392892350063e+01,-1.431038867757128230e+01,-4.295506883020484779e+00,3.908835586170082088e+00,-3.368456388238228794e+00,6.288283218048515089e+00,-7.946440688913392059e-01,1.096166312800418652e+00,8.189477226667811749e+00,1.119160252413627354e+01,-3.174959647049588440e+00,6.363200073886248198e+00
5.346078991133033753e+00,1.767571023182145140e+01,-4.111737871256448962e-01,3.692800924414325170e+00,-6.146113516791550602e+00,9.525263535451415464e+00,-1.052953465615073725e+01,-3.126812038052926290e-01,-2.719796670346048995e+00,-2.243422206960576926e-01,-2.883723172225502562e+00,3.699716522797124707e+00
3.688852351916237726e+00,1.680472634987323488e+01,8.126734934420193568e+00,1.013204682044304406e+01,-1.247024344941146090e+01,5.771501395267667256e+00,-1.206001878173000197e+00,-1.884141557316974191e+00,-3.105103095171739547e+00,2.384165442338030516e+00,-1.952109196907199973e+00,-9.293077803278526616e-02
-2.502165503393205981e+00,-8.074259011411573539e+00,1.163392801261527554e+00,9.711837419925926085e+00,7.515258204662136343e-01,7.859883092937771654e-01,6.680994327474398808e-01,-2.782711841094740013e+00,-3.201748477977738983e+00,-2.968431754402145906e+00,-3.928777927837772577e+00,1.392027103758958440e+00
-1.851416648669889087e+00,-9.786781519092873083e+00,1.425520620909799163e+01,-2.205191192381874998e+00,-5.766364767962064874e+00,6.149845101118420754e-01,8.460218001307338032e-01,2.006560188817131607e+00,2.333817918550394888e-01,-9.786157376441461109e-01,-1.691710981258298441e+00,-4.436512668704287954e+00
5.670738837239852614e+00,1.147478138594509200e+00,-1.574859589196895948e+00,3.506545202521764715e-01,5.866716542755064268e+00,-6.576895361432196552e+00,1.884481803269404399e+00,5.151884275714634143e+00,-1.964383206242905411e+00,-3.955846135296104737e+00,-1.190127107691805852e+00,1.033001672236456780e+00
-1.471462438260182637e+01,2.635795302597045087e+00,-1.493890343910390861e+01,-8.636850193663056174e+00,-3.207309997797677337e+00,3.151160746601656903e+00,-2.928939275779922191e+00,1.976815676861836124e+00,1.952883445571920618e+00,3.364568691803473399e+00,1.579793181894327159e+00,-2.046801378008657135e+00
