3.109381160333918093e+00,-3.498959870442268083e-01,-3.280807484613650904e-01,1.602412107030034560e+00,-1.675855984172985425e+00,1.180159354400786675e+00,-1.172698102106035423e+00,-3.881078542152274768e-01
-7.510288580210937592e-01,2.288848907297444391e-01,7.433555107559515207e-01,-2.105701953467359888e-01,-5.972449746401963244e-01,1.137739072976438948e+00,-8.196485895687902201e-02,-2.604558475488104041e-01
-7.728336663496749859e-01,-9.685892803225292225e-01,6.888966182783313741e-01,5.917522736633901159e-01,7.613657330945652890e-02,1.933040556150386280e+00,6.137812545420334720e-01,3.090310568413801029e-01
3.547513058512680728e-01,-8.237727094769574654e-01,-3.850643996158243931e-01,-2.395596384029950787e+00,1.346104445009375317e+00,8.577538725461695268e-01,-1.161251264058805299e+00,-9.149320558055119568e-01
-1.474271343363482645e+00,-3.609383257666934908e-01,-7.662686587317695253e-01,8.602406390456870389e-01,-1.312807414246104809e+00,6.615490025236253971e-03,-3.468701217373565959e-01,-5.271133021656188022e-01
-4.096293164539239751e-01,-1.770081377528318400e+00,-2.093131087403485857e-01,-1.130337494210164939e+00,-1.050355966125417595e+00,-4.984540449856516425e-02,1.789626943706005002e-01,1.273012432388606729e+00
-4.875652724671536986e-01,-8.486315957677543764e-01,-1.085551167021522545e+00,-8.402180495925446468e-01,-1.117385489173173818e+00,-6.142350744957998376e-01,5.681615169653726934e-03,4.498241231730480405e-01
2.002627234303573922e-01,-2.711504062897558853e+00,1.064898187770378035e+00,-1.580550238835852772e-01,2.639409209635621423e+00,5.145324590239142709e-02,-4.098545521644556544e-01,-2.184122417959258211e+00
-9.330019569522504108e-01,-3.406622289606716647e-01,5.129556064009327399e-01,2.917603320393050925e+00,9.388237560448136065e-01,-3.612635935081407595e-02,-4.578470643177638411e-01,7.957207014892592190e-02
-3.112134169719784627e-01,-4.132040417136208177e+00,-8.367977801522730186e-01,-4.675903801484987965e-01,5.617252061014039732e-01,7.326735752787265354e-02,-1.226728568390938606e-01,1.311963611463621594e-02
-8.091505485020459298e-01,-1.541018139267792852e+00,-2.812776664327288234e+00,-6.002004563461796893e-01,-9.381613517564599825e-01,5.615402188293927566e-01,-8.941945141348804638e-02,2.721646799682954643e-01
1.193422011412594763e+01,-4.539557810081170652e-01,-1.386723220116110322e-01,9.373780302586480762e-01,-6.038598544432471904e-01,-3.375058449652908882e-02,-5.910370574231397223e-01,6.141283734403973904e-02
-5.032577912322624414e-01,-1.978250181860789825e+00,-1.236801953057510506e+00,-9.162010774373822164e-01,4.021029089702517489e-01,-1.505350499429335187e+00,-1.200636696396937708e+00,-5.492919951916395149e-01
-6.908950249920254860e-01,5.071748833400212542e-01,2.380266472541033296e-01,-1.657203183748908459e-01,-7.334283410051258834e-01,-7.349022976319213862e-01,-6.716972784289734211e-01,6.399780987046309599e-01
-7.217142015493116514e-01,-1.205105452827970769e+00,-1.317744514076004680e+00,7.491825711784102504e-01,-2.357475209247808789e-01,-1.174255035541942882e-01,5.847440724102090925e-01,5.723661275566160889e-01
-1.607147760727848096e-01,-1.519736254958871546e+00,1.118172430565325115e+00,2.574261793004381516e-01,1.449962140895806106e+00,2.177673839551266255e-01,-3.492861587156634862e-01,-2.188347462082173567e-01
