1,27MAR2013:00:03:29,43.70666710,-72.28909740,near[north-main; cutter-north; kemeny; ]
1,27MAR2013:00:23:29,43.70663700,-72.28906640,in[kemeny]
1,27MAR2013:00:38:22,,,in[kemeny]
1,27MAR2013:00:39:23,,,in[kemeny]
1,27MAR2013:00:40:23,,,in[kemeny]
1,27MAR2013:00:43:25,43.70667831,-72.28901794,
1,27MAR2013:00:43:29,,,in[kemeny]
1,27MAR2013:00:45:08,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:00:49:53,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:00:54:38,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:00:59:23,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:01:03:29,43.70666530,-72.28908700,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:01:08:53,,,near[kemeny; north-main; cutter-north; ]
1,27MAR2013:01:11:06,,,near[kemeny; north-main; cutter-north; ]
1,27MAR2013:01:23:25,43.70680825,-72.28936950,
1,27MAR2013:01:23:29,,,near[kemeny; north-main; cutter-north; ]
1,27MAR2013:01:28:40,,,near[kemeny; north-main; cutter-north; ]
1,27MAR2013:01:33:26,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:01:38:11,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:01:42:47,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:01:43:29,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:01:43:33,43.70681335,-72.28901799,
1,27MAR2013:01:47:32,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:01:52:17,,,near[cutter-north; kemeny; north-main; ]
1,27MAR2013:01:54:06,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:02:03:29,43.70667530,-72.28908730,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:02:07:19,,,near[cutter-north; kemeny; north-main; ]
1,27MAR2013:02:12:05,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:02:16:50,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:02:21:35,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:02:23:29,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:02:23:31,43.70681149,-72.28936715,
1,27MAR2013:02:26:20,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:02:31:05,,,in[kemeny]
1,27MAR2013:02:35:50,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:02:38:06,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:02:43:29,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:02:43:31,43.70677916,-72.28935243,
1,27MAR2013:02:50:52,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:02:55:37,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:03:00:22,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:03:03:29,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:03:03:33,43.70672277,-72.28917474,
1,27MAR2013:03:05:07,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:03:09:52,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:03:14:37,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:03:19:22,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:03:21:05,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:03:23:29,,,near[cutter-north; north-main; kemeny; ]
1,27MAR2013:03:23:32,43.70685684,-72.28928107,
1,27MAR2013:03:34:24,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:03:39:09,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:03:43:29,43.70668340,-72.28909250,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:03:48:39,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:03:53:24,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:03:58:09,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:04:02:54,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:04:03:29,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:04:03:32,43.70683226,-72.28938812,
1,27MAR2013:04:05:06,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:04:17:56,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:04:22:41,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:04:23:29,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:04:23:30,43.70682771,-72.28925635,
1,27MAR2013:04:27:26,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:04:32:11,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:04:36:56,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:04:41:41,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:04:43:29,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:04:43:32,43.70689648,-72.28906596,
1,27MAR2013:04:46:26,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:04:48:06,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:05:01:28,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:05:03:29,,,near[kemeny; north-main; cutter-north; ]
1,27MAR2013:05:03:32,43.70668901,-72.28915945,
1,27MAR2013:05:06:13,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:05:10:58,,,near[kemeny; north-main; cutter-north; ]
1,27MAR2013:05:15:43,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:05:20:28,,,near[kemeny; north-main; cutter-north; ]
1,27MAR2013:05:23:29,43.70666030,-72.28909420,near[kemeny; north-main; cutter-north; ]
1,27MAR2013:05:25:13,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:05:29:58,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:05:31:38,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:05:43:29,43.70667830,-72.28906730,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:05:45:00,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:05:49:45,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:05:54:30,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:05:59:15,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:06:03:29,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:06:03:32,43.70681643,-72.28906892,
1,27MAR2013:06:08:46,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:06:13:30,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:06:15:08,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:06:23:29,43.70667990,-72.28901490,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:06:28:32,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:06:33:18,,,in[kemeny]
1,27MAR2013:06:38:03,,,in[kemeny]
1,27MAR2013:06:42:48,,,in[kemeny]
1,27MAR2013:06:43:29,43.70667300,-72.28904970,in[kemeny]
1,27MAR2013:06:47:33,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:06:52:18,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:06:57:03,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:06:59:06,,,near[kemeny; cutter-north; north-main; ]
1,27MAR2013:07:03:29,43.70667390,-72.28908680,near[cutter-north; north-main; kemeny; ]
1,27MAR2013:07:12:05,,,near[north-main; cutter-north; kemeny; ]
1,27MAR2013:07:16:50,,,near[kemeny; north-main; cutter-north; ]
