22,27MAR2013:00:04:31,43.70392380,-72.29062770,in[massrow]
22,27MAR2013:00:07:06,,,in[massrow]
22,27MAR2013:00:24:31,,,in[massrow]
22,27MAR2013:00:24:32,43.70404600,-72.29058120,
22,27MAR2013:00:36:42,,,in[massrow]
22,27MAR2013:00:37:42,,,in[massrow]
22,27MAR2013:00:38:42,,,in[massrow]
22,27MAR2013:00:39:42,,,in[massrow]
22,27MAR2013:00:40:42,,,in[massrow]
22,27MAR2013:00:41:42,,,in[massrow]
22,27MAR2013:00:42:42,,,in[massrow]
22,27MAR2013:00:43:42,,,in[massrow]
22,27MAR2013:00:44:31,43.70403220,-72.29055400,in[massrow]
22,27MAR2013:00:45:42,,,in[massrow]
22,27MAR2013:00:46:42,,,in[massrow]
22,27MAR2013:00:47:43,,,in[massrow]
22,27MAR2013:00:48:43,,,in[massrow]
22,27MAR2013:00:49:43,,,in[massrow]
22,27MAR2013:00:50:43,,,in[massrow]
22,27MAR2013:00:51:43,,,in[massrow]
22,27MAR2013:00:52:43,,,in[massrow]
22,27MAR2013:00:53:43,,,in[massrow]
22,27MAR2013:00:54:43,,,in[massrow]
22,27MAR2013:00:55:43,,,in[massrow]
22,27MAR2013:00:56:43,,,in[massrow]
22,27MAR2013:00:57:43,,,in[massrow]
22,27MAR2013:00:58:43,,,in[massrow]
22,27MAR2013:00:59:43,,,in[massrow]
22,27MAR2013:01:00:43,,,in[massrow]
22,27MAR2013:01:01:43,,,in[massrow]
22,27MAR2013:01:02:43,,,in[massrow]
22,27MAR2013:01:03:43,,,in[massrow]
22,27MAR2013:01:04:31,43.70413910,-72.29055580,in[massrow]
22,27MAR2013:01:05:43,,,in[massrow]
22,27MAR2013:01:06:49,,,in[massrow]
22,27MAR2013:01:07:49,,,in[massrow]
22,27MAR2013:01:08:49,,,in[massrow]
22,27MAR2013:01:09:49,,,in[massrow]
22,27MAR2013:01:10:49,,,in[massrow]
22,27MAR2013:01:11:49,,,in[massrow]
22,27MAR2013:01:12:49,,,in[massrow]
22,27MAR2013:01:13:49,,,in[massrow]
22,27MAR2013:01:14:49,,,in[massrow]
22,27MAR2013:01:15:49,,,in[massrow]
